,Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Rental count,score,score_type,Temperature Category
80,04/12/2017,8,-0.8,69,3.5,0.0,0.0,Winter,No Holiday,Yes,1324,6.0,0-10,cold
81,04/12/2017,9,-1.5,47,4.2,0.0,0.0,Winter,No Holiday,Yes,625,10.0,0-100,cold
82,04/12/2017,10,-1.1,40,4.5,0.0,0.0,Winter,No Holiday,Yes,418,87.0,0-100,cold
83,04/12/2017,11,-0.5,41,4.1,0.0,0.0,Winter,No Holiday,Yes,615,20.0,0-100,cold
84,04/12/2017,12,-0.3,38,4.8,0.0,0.0,Winter,No Holiday,Yes,288,6.0,0-10,cold
85,04/12/2017,13,0.0,30,5.4,0.0,0.0,Winter,No Holiday,Yes,638,4.0,0-100,cold
86,04/12/2017,14,0.1,27,4.5,0.0,0.0,Winter,No Holiday,Yes,494,10.0,0-100,cold
87,04/12/2017,15,-0.1,25,5.8,0.0,0.0,Winter,No Holiday,Yes,274,61.0,0-100,cold
88,04/12/2017,16,-0.2,23,4.7,0.0,0.0,Winter,No Holiday,Yes,319,4.0,0-10,cold
89,04/12/2017,17,-1.3,26,5.3,0.0,0.0,Winter,No Holiday,Yes,521,96.0,0-100,cold
90,04/12/2017,18,-2.1,29,3.9,0.0,0.0,Winter,No Holiday,Yes,1258,4.0,0-10,cold
91,04/12/2017,19,-2.9,32,3.2,0.0,0.0,Winter,No Holiday,Yes,295,8.0,0-10,cold
92,04/12/2017,20,-3.6,38,3.0,0.0,0.0,Winter,No Holiday,Yes,338,61.0,0-100,cold
93,04/12/2017,21,-4.6,43,4.5,0.0,0.0,Winter,No Holiday,Yes,336,73.0,0-100,cold
94,04/12/2017,22,-5.3,45,2.5,0.0,0.0,Winter,No Holiday,Yes,219,57.0,0-100,frost
95,04/12/2017,23,-5.8,44,2.4,0.0,0.0,Winter,No Holiday,Yes,100,7.0,0-10,frost
96,05/12/2017,0,-6.1,42,2.6,0.0,0.0,Winter,No Holiday,Yes,216,3.0,0-10,frost
97,05/12/2017,1,-6.5,41,2.8,0.0,0.0,Winter,No Holiday,Yes,135,4.0,0-10,frost
98,05/12/2017,2,-6.8,41,2.5,0.0,0.0,Winter,No Holiday,Yes,133,55.0,0-100,frost
99,05/12/2017,3,-6.9,39,2.0,0.0,0.0,Winter,No Holiday,Yes,47,64.0,0-100,frost
100,05/12/2017,4,-7.2,34,3.0,0.0,0.0,Winter,No Holiday,Yes,40,6.0,0-10,frost
101,05/12/2017,5,-7.4,33,2.6,0.0,0.0,Winter,No Holiday,Yes,92,37.0,0-100,frost
102,05/12/2017,6,-7.4,34,3.2,0.0,0.0,Winter,No Holiday,Yes,174,33.0,0-100,frost
103,05/12/2017,7,-7.5,33,2.2,0.0,0.0,Winter,No Holiday,Yes,494,35.0,0-100,frost
104,05/12/2017,8,-8.1,36,1.6,0.0,0.0,Winter,No Holiday,Yes,191,88.0,0-100,frost
105,05/12/2017,9,,31,1.3,0.0,0.0,Winter,No Holiday,Yes,313,10.0,0-100,
106,05/12/2017,10,-5.5,26,2.8,0.0,0.0,Winter,No Holiday,Yes,62,58.0,0-100,frost
107,05/12/2017,11,-3.9,25,0.0,0.0,0.0,Winter,No Holiday,Yes,415,6.0,0-10,cold
108,05/12/2017,12,-2.3,25,0.0,0.0,0.0,Winter,No Holiday,Yes,127,51.0,0-100,cold
109,05/12/2017,13,-1.6,27,0.0,0.0,0.0,Winter,No Holiday,Yes,229,8.0,0-10,cold
110,05/12/2017,14,-1.1,28,0.0,0.0,0.0,Winter,No Holiday,Yes,366,9.0,0-10,cold
111,05/12/2017,15,-0.7,28,0.0,0.0,0.0,Winter,No Holiday,Yes,381,6.0,0-10,cold
112,05/12/2017,16,-0.5,30,0.0,0.0,0.0,Winter,No Holiday,Yes,455,72.0,0-100,cold
113,05/12/2017,17,-1.6,35,0.0,0.0,0.0,Winter,No Holiday,Yes,269,3.0,0-100,cold
114,05/12/2017,18,-2.6,40,0.0,0.0,0.0,Winter,No Holiday,Yes,978,53.0,0-100,cold
115,05/12/2017,19,-3.2,45,0.0,0.0,0.0,Winter,No Holiday,Yes,160,10.0,0-100,cold
116,05/12/2017,20,-3.5,46,0.0,0.0,0.0,Winter,No Holiday,Yes,517,10.0,0-10,cold
117,05/12/2017,21,-3.7,47,0.0,0.0,0.0,Winter,No Holiday,Yes,310,73.0,0-100,cold
118,05/12/2017,22,-2.8,49,0.0,0.0,0.0,Winter,No Holiday,Yes,357,10.0,0-100,cold
119,05/12/2017,23,-2.5,59,0.0,0.0,0.0,Winter,No Holiday,Yes,117,10.0,0-100,cold
120,06/12/2017,0,-2.8,77,0.0,0.1,0.1,Winter,No Holiday,Yes,198,10.0,0-100,cold
121,06/12/2017,1,-3.0,79,0.0,0.0,0.3,Winter,No Holiday,Yes,55,9.0,0-10,cold
122,06/12/2017,2,-3.0,79,0.0,0.0,0.4,Winter,No Holiday,Yes,66,8.0,0-10,cold
123,06/12/2017,3,-3.2,78,0.0,0.2,0.4,Winter,No Holiday,Yes,35,4.0,0-10,cold
124,06/12/2017,4,-3.4,75,0.0,0.0,0.4,Winter,No Holiday,Yes,40,10.0,0-100,cold
125,06/12/2017,5,-3.6,76,0.0,0.0,0.4,Winter,No Holiday,Yes,137,97.0,0-100,cold
126,06/12/2017,6,-3.7,76,0.0,0.0,0.4,Winter,No Holiday,Yes,67,91.0,0-100,cold
127,06/12/2017,7,-4.2,77,0.0,0.0,0.3,Winter,No Holiday,Yes,509,75.0,0-100,cold
128,06/12/2017,8,-4.2,78,0.0,0.0,0.2,Winter,No Holiday,Yes,95,44.0,0-100,cold
129,06/12/2017,9,-3.3,70,0.0,0.0,0.2,Winter,No Holiday,Yes,429,10.0,0-100,cold
130,06/12/2017,10,-0.9,64,0.0,0.0,0.2,Winter,No Holiday,Yes,421,10.0,0-10,cold
131,06/12/2017,11,1.6,57,1.2,0.0,0.0,Winter,No Holiday,Yes,54,75.0,0-100,cold
132,06/12/2017,12,2.4,52,0.9,0.0,0.0,Winter,No Holiday,Yes,482,35.0,0-100,cold
133,06/12/2017,13,4.2,47,1.1,0.0,0.0,Winter,No Holiday,Yes,630,79.0,0-100,cold
134,06/12/2017,14,5.5,34,1.0,0.0,0.0,Winter,No Holiday,Yes,560,10.0,0-10,cool
135,06/12/2017,15,5.5,31,3.1,0.0,0.0,Winter,No Holiday,Yes,313,0.0,0-10,cool
136,06/12/2017,16,5.3,37,2.9,0.0,0.0,Winter,No Holiday,Yes,411,10.0,0-100,cool
137,06/12/2017,17,4.1,60,2.5,0.0,0.0,Winter,No Holiday,Yes,226,49.0,0-100,cold
138,06/12/2017,18,1.7,90,1.0,0.3,0.3,Winter,No Holiday,Yes,112,8.0,0-10,cold
139,06/12/2017,19,1.2,92,0.7,0.0,1.0,Winter,No Holiday,Yes,381,99.0,0-100,cold
140,06/12/2017,20,1.2,94,0.6,0.0,1.0,Winter,No Holiday,Yes,174,2.0,0-100,cold
141,06/12/2017,21,1.1,92,0.5,0.7,1.0,Winter,No Holiday,Yes,164,10.0,0-100,cold
142,06/12/2017,22,1.3,92,0.6,0.0,1.0,Winter,No Holiday,Yes,191,26.0,0-100,cold
143,06/12/2017,23,1.3,92,0.6,0.0,1.0,Winter,No Holiday,Yes,201,10.0,0-10,cold
144,07/12/2017,0,1.4,92,0.5,0.0,0.9,Winter,No Holiday,Yes,254,78.0,0-100,cold
145,07/12/2017,1,1.5,92,0.4,0.0,0.9,Winter,No Holiday,Yes,260,10.0,0-100,cold
146,07/12/2017,2,1.4,92,0.7,0.0,0.9,Winter,No Holiday,Yes,206,10.0,0-10,cold
147,07/12/2017,3,1.9,91,1.4,0.0,0.9,Winter,No Holiday,Yes,87,96.0,0-100,cold
148,07/12/2017,4,1.6,92,0.7,0.0,0.9,Winter,No Holiday,Yes,100,8.0,0-10,cold
149,07/12/2017,5,1.5,92,1.1,0.0,0.9,Winter,No Holiday,Yes,25,10.0,0-100,cold
150,07/12/2017,6,1.0,93,0.5,0.0,0.9,Winter,No Holiday,Yes,44,3.0,0-10,cold
151,07/12/2017,7,,93,0.5,0.0,0.9,Winter,No Holiday,Yes,269,74.0,0-100,
152,07/12/2017,8,-0.2,96,0.8,0.0,0.8,Winter,No Holiday,Yes,570,10.0,0-10,cold
153,07/12/2017,9,0.1,91,0.8,0.0,0.8,Winter,No Holiday,Yes,480,10.0,0-100,cold
154,07/12/2017,10,1.1,83,0.7,0.0,0.7,Winter,No Holiday,Yes,259,72.0,0-100,cold
155,07/12/2017,11,2.3,69,1.7,0.0,0.6,Winter,No Holiday,Yes,330,99.0,0-100,cold
156,07/12/2017,12,3.7,65,2.4,0.0,0.3,Winter,No Holiday,Yes,369,1.0,0-10,cold
157,07/12/2017,13,4.1,37,3.1,0.0,0.0,Winter,No Holiday,Yes,234,10.0,0-10,cold
158,07/12/2017,14,4.4,36,2.7,0.0,0.0,Winter,No Holiday,Yes,339,10.0,0-10,cold
159,07/12/2017,15,4.0,35,3.1,0.0,0.0,Winter,No Holiday,Yes,481,10.0,0-100,cold
160,07/12/2017,16,3.2,38,2.9,0.0,0.0,Winter,No Holiday,Yes,316,9.0,0-10,cold
161,07/12/2017,17,2.1,50,2.0,0.0,0.0,Winter,No Holiday,Yes,884,10.0,0-100,cold
162,07/12/2017,18,0.7,46,2.7,0.0,0.0,Winter,No Holiday,Yes,503,10.0,0-100,cold
163,07/12/2017,19,-0.4,47,2.5,0.0,0.0,Winter,No Holiday,Yes,252,8.0,0-10,cold
164,07/12/2017,20,-1.4,47,2.5,0.0,0.0,Winter,No Holiday,Yes,215,64.0,0-100,cold
165,07/12/2017,21,-2.2,46,2.2,0.0,0.0,Winter,No Holiday,Yes,329,97.0,0-100,cold
166,07/12/2017,22,-2.7,48,2.6,0.0,0.0,Winter,No Holiday,Yes,164,17.0,0-100,cold
167,07/12/2017,23,-3.2,50,2.1,0.0,0.0,Winter,No Holiday,Yes,328,5.0,0-10,cold
168,08/12/2017,0,-3.5,49,2.6,0.0,0.0,Winter,No Holiday,Yes,214,10.0,0-100,cold
169,08/12/2017,1,-3.7,50,2.5,0.0,0.0,Winter,No Holiday,Yes,174,10.0,0-100,cold
170,08/12/2017,2,-4.3,53,1.0,0.0,0.0,Winter,No Holiday,Yes,156,10.0,0-10,cold
171,08/12/2017,3,-4.8,52,1.6,0.0,0.0,Winter,No Holiday,Yes,146,7.0,0-10,cold
172,08/12/2017,4,-5.3,53,2.4,0.0,0.0,Winter,No Holiday,Yes,110,10.0,0-100,frost
173,08/12/2017,5,-5.8,56,2.0,0.0,0.0,Winter,No Holiday,Yes,151,85.0,0-100,frost
174,08/12/2017,6,-6.0,56,3.5,0.0,0.0,Winter,No Holiday,Yes,102,10.0,0-100,frost
175,08/12/2017,7,-6.5,57,0.8,0.0,0.0,Winter,No Holiday,Yes,200,7.0,0-10,frost
176,08/12/2017,8,-7.0,59,0.8,0.0,0.0,Winter,No Holiday,Yes,1056,7.0,0-10,frost
177,08/12/2017,9,-6.7,50,0.9,0.0,0.0,Winter,No Holiday,Yes,386,31.0,0-100,frost
178,08/12/2017,10,-5.3,44,2.8,0.0,0.0,Winter,No Holiday,Yes,409,45.0,0-100,frost
179,08/12/2017,11,-3.7,39,1.4,0.0,0.0,Winter,No Holiday,Yes,450,30.0,0-100,cold
180,08/12/2017,12,-2.0,30,1.4,0.0,0.0,Winter,No Holiday,Yes,311,93.0,0-100,cold
181,08/12/2017,13,-1.7,28,1.8,0.0,0.0,Winter,No Holiday,Yes,538,94.0,0-100,cold
182,08/12/2017,14,-1.3,27,3.1,0.0,0.0,Winter,No Holiday,Yes,410,40.0,0-100,cold
183,08/12/2017,15,-0.8,26,3.3,0.0,0.0,Winter,No Holiday,Yes,255,9.0,0-10,cold
184,08/12/2017,16,-1.1,24,3.4,0.0,0.0,Winter,No Holiday,Yes,450,59.0,0-100,cold
185,08/12/2017,17,-2.4,30,2.7,0.0,0.0,Winter,No Holiday,Yes,514,55.0,0-100,cold
186,08/12/2017,18,-3.1,33,1.2,0.0,0.0,Winter,No Holiday,Yes,760,0.0,0-10,cold
187,08/12/2017,19,,35,1.1,0.0,0.0,Winter,No Holiday,Yes,417,80.0,0-100,
188,08/12/2017,20,-3.3,34,1.5,0.0,0.0,Winter,No Holiday,Yes,604,82.0,0-100,cold
189,08/12/2017,21,-3.3,35,0.5,0.0,0.0,Winter,No Holiday,Yes,355,95.0,0-100,cold
190,08/12/2017,22,-3.4,39,1.2,0.0,0.0,Winter,No Holiday,Yes,408,89.0,0-100,cold
191,08/12/2017,23,-3.5,43,0.9,0.0,0.0,Winter,No Holiday,Yes,314,65.0,0-100,cold
192,09/12/2017,0,-3.5,48,0.9,0.0,0.0,Winter,No Holiday,Yes,387,10.0,0-100,cold
193,09/12/2017,1,-4.1,49,0.6,0.0,0.0,Winter,No Holiday,Yes,450,89.0,0-100,cold
194,09/12/2017,2,-4.7,50,0.7,0.0,0.0,Winter,No Holiday,Yes,282,96.0,0-100,cold
195,09/12/2017,3,-4.3,47,0.6,0.0,0.0,Winter,No Holiday,Yes,165,7.0,0-10,cold
196,09/12/2017,4,-4.3,49,0.7,0.0,0.0,Winter,No Holiday,Yes,105,35.0,0-100,cold
197,09/12/2017,5,-4.7,49,0.8,0.0,0.0,Winter,No Holiday,Yes,18,61.0,0-100,cold
198,09/12/2017,6,-5.1,53,0.9,0.0,0.0,Winter,No Holiday,Yes,96,10.0,0-100,frost
199,09/12/2017,7,-5.5,56,0.8,0.0,0.0,Winter,No Holiday,Yes,55,5.0,0-10,frost
200,09/12/2017,8,-5.4,56,0.7,0.0,0.0,Winter,No Holiday,Yes,205,100.0,0-100,frost
201,09/12/2017,9,-4.7,48,1.0,0.0,0.0,Winter,No Holiday,Yes,344,80.0,0-100,cold
202,09/12/2017,10,-2.2,42,1.3,0.0,0.0,Winter,No Holiday,Yes,104,57.0,0-100,cold
203,09/12/2017,11,0.0,45,1.1,0.0,0.0,Winter,No Holiday,Yes,509,82.0,0-100,cold
204,09/12/2017,12,2.4,40,0.8,0.0,0.0,Winter,No Holiday,Yes,603,49.0,0-100,cold
205,09/12/2017,13,3.9,36,2.0,0.0,0.0,Winter,No Holiday,Yes,348,84.0,0-100,cold
206,09/12/2017,14,4.7,32,2.2,0.0,0.0,Winter,No Holiday,Yes,60,56.0,0-100,cold
207,09/12/2017,15,5.2,30,2.0,0.0,0.0,Winter,No Holiday,Yes,634,0.0,0-100,cool
208,09/12/2017,16,4.4,33,1.6,0.0,0.0,Winter,No Holiday,Yes,645,71.0,0-100,cold
209,09/12/2017,17,3.5,37,1.8,0.0,0.0,Winter,No Holiday,Yes,765,10.0,0-100,cold
210,09/12/2017,18,2.5,41,1.0,0.0,0.0,Winter,No Holiday,Yes,355,52.0,0-100,cold
211,09/12/2017,19,1.5,48,0.4,0.0,0.0,Winter,No Holiday,Yes,72,50.0,0-100,cold
212,09/12/2017,20,0.8,51,1.4,0.0,0.0,Winter,No Holiday,Yes,304,78.0,0-100,cold
213,09/12/2017,21,-0.1,55,0.7,0.0,0.0,Winter,No Holiday,Yes,235,6.0,0-10,cold
214,09/12/2017,22,-0.5,55,0.6,0.0,0.0,Winter,No Holiday,Yes,89,9.0,0-10,cold
215,09/12/2017,23,-0.1,54,1.3,0.0,0.0,Winter,No Holiday,Yes,105,75.0,0-100,cold
216,10/12/2017,0,-0.2,55,1.0,0.0,0.0,Winter,No Holiday,Yes,393,0.0,0-10,cold
217,10/12/2017,1,-0.2,54,0.5,0.0,0.0,Winter,No Holiday,Yes,311,9.0,0-10,cold
218,10/12/2017,2,0.2,52,0.7,0.0,0.0,Winter,No Holiday,Yes,326,10.0,0-10,cold
219,10/12/2017,3,0.3,53,0.5,0.0,0.0,Winter,No Holiday,Yes,135,81.0,0-100,cold
220,10/12/2017,4,0.4,52,1.6,0.0,0.0,Winter,No Holiday,Yes,93,10.0,0-100,cold
221,10/12/2017,5,0.3,74,1.0,0.0,0.7,Winter,No Holiday,Yes,10,93.0,0-100,cold
222,10/12/2017,6,-0.5,90,0.9,2.5,2.7,Winter,No Holiday,Yes,12,45.0,0-100,cold
223,10/12/2017,7,-0.4,92,1.1,0.0,4.0,Winter,No Holiday,Yes,31,92.0,0-100,cold
224,10/12/2017,8,-0.2,90,1.2,0.0,4.1,Winter,No Holiday,Yes,40,5.0,0-10,cold
225,10/12/2017,9,0.2,90,1.0,1.6,4.3,Winter,No Holiday,Yes,42,10.0,0-10,cold
226,10/12/2017,10,0.5,91,0.4,0.0,4.3,Winter,No Holiday,Yes,18,6.0,0-10,cold
227,10/12/2017,11,0.9,92,0.9,0.0,3.9,Winter,No Holiday,Yes,48,10.0,0-100,cold
228,10/12/2017,12,2.3,88,0.3,0.0,3.1,Winter,No Holiday,Yes,126,58.0,0-100,cold
229,10/12/2017,13,3.3,87,1.1,0.0,2.1,Winter,No Holiday,Yes,132,70.0,0-100,cold
230,10/12/2017,14,4.2,85,0.7,0.0,1.4,Winter,No Holiday,Yes,312,85.0,0-100,cold
231,10/12/2017,15,6.7,63,4.5,0.0,1.0,Winter,No Holiday,Yes,25,9.0,0-100,cool
232,10/12/2017,16,5.4,71,3.5,0.0,0.5,Winter,No Holiday,Yes,226,5.0,0-10,cool
233,10/12/2017,17,3.6,65,4.3,0.0,0.4,Winter,No Holiday,Yes,128,7.0,0-10,cold
234,10/12/2017,18,2.0,61,3.0,0.0,0.0,Winter,No Holiday,Yes,294,8.0,0-10,cold
235,10/12/2017,19,1.6,53,4.0,0.0,0.0,Winter,No Holiday,Yes,233,8.0,0-10,cold
236,10/12/2017,20,0.6,57,3.9,0.0,0.0,Winter,No Holiday,Yes,116,71.0,0-100,cold
237,10/12/2017,21,0.0,59,3.0,0.0,0.0,Winter,No Holiday,Yes,192,10.0,0-10,cold
238,10/12/2017,22,-1.0,56,4.7,0.0,0.0,Winter,No Holiday,Yes,205,5.0,0-10,cold
239,10/12/2017,23,-1.4,43,4.3,0.0,0.0,Winter,No Holiday,Yes,24,26.0,0-100,cold
240,11/12/2017,0,-2.5,39,3.4,0.0,0.0,Winter,No Holiday,Yes,97,10.0,0-10,cold
241,11/12/2017,1,-3.4,36,3.8,0.0,0.0,Winter,No Holiday,Yes,43,10.0,0-100,cold
242,11/12/2017,2,-4.2,35,3.4,0.0,0.0,Winter,No Holiday,Yes,116,10.0,0-100,cold
243,11/12/2017,3,-4.7,38,2.4,0.0,0.0,Winter,No Holiday,Yes,27,10.0,0-100,cold
244,11/12/2017,4,-5.2,35,3.2,0.0,0.0,Winter,No Holiday,Yes,71,87.0,0-100,frost
